planetName,hostName,defaultParameterSet,starsNu,planetsNu,discMethod,discYear,discFacility,solutionType
HD 8574 b,HD 8574,0,1,1,Radial Velocity,2002,Haute-Provence Observatory,Published Confirmed
HD 8574 b,HD 8574,0,1,1,Radial Velocity,2002,Haute-Provence Observatory,Published Confirmed
OGLE-TR-56 b,OGLE-TR-56,0,1,1,Transit,2002,OGLE,Published Confirmed
OGLE-TR-56 b,OGLE-TR-56,0,1,1,Transit,2002,OGLE,Published Confirmed
OGLE-TR-56 b,OGLE-TR-56,0,1,1,Transit,2002,OGLE,Published Confirmed
OGLE-TR-56 b,OGLE-TR-56,0,1,1,Transit,2002,OGLE,Published Confirmed
OGLE-TR-56 b,OGLE-TR-56,0,1,1,Transit,2002,OGLE,Published Confirmed
OGLE-TR-56 b,OGLE-TR-56,0,1,1,Transit,2002,OGLE,Published Confirmed
OGLE-TR-56 b,OGLE-TR-56,0,1,1,Transit,2002,OGLE,Published Confirmed
OGLE-TR-56 b,OGLE-TR-56,0,1,1,Transit,2002,OGLE,Published Confirmed
OGLE-TR-56 b,OGLE-TR-56,1,1,1,Transit,2002,OGLE,Published Confirmed
OGLE-TR-56 b,OGLE-TR-56,0,1,1,Transit,2002,OGLE,Published Confirmed
iot Dra b,iot Dra,0,1,2,Radial Velocity,2002,Lick Observatory,Published Confirmed
iot Dra b,iot Dra,0,1,2,Radial Velocity,2002,Lick Observatory,Published Confirmed
iot Dra b,iot Dra,1,1,2,Radial Velocity,2002,Lick Observatory,Published Confirmed
iot Dra b,iot Dra,0,1,2,Radial Velocity,2002,Lick Observatory,Published Confirmed
47 UMa c,47 UMa,1,1,3,Radial Velocity,2001,Lick Observatory,Published Confirmed
47 UMa c,47 UMa,0,1,3,Radial Velocity,2001,Lick Observatory,Published Confirmed
47 UMa c,47 UMa,0,1,3,Radial Velocity,2001,Lick Observatory,Published Confirmed
HD 114783 b,HD 114783,0,1,2,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 114783 b,HD 114783,0,1,2,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 114783 b,HD 114783,0,1,2,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 114783 b,HD 114783,1,1,2,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 142 b,HD 142,1,2,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 142 b,HD 142,0,2,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 142 b,HD 142,0,2,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 142 b,HD 142,0,2,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 142 b,HD 142,0,2,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 178911 B b,HD 178911 B,1,3,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 178911 B b,HD 178911 B,0,3,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 178911 B b,HD 178911 B,0,3,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 178911 B b,HD 178911 B,0,3,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 178911 B b,HD 178911 B,0,3,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 213240 b,HD 213240,0,2,1,Radial Velocity,2001,La Silla Observatory,Published Confirmed
HD 213240 b,HD 213240,0,2,1,Radial Velocity,2001,La Silla Observatory,Published Confirmed
HD 213240 b,HD 213240,1,2,1,Radial Velocity,2001,La Silla Observatory,Published Confirmed
HD 23079 b,HD 23079,0,1,1,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 23079 b,HD 23079,1,1,1,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 23079 b,HD 23079,0,1,1,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 28185 b,HD 28185,0,1,2,Radial Velocity,2001,La Silla Observatory,Published Confirmed
HD 28185 b,HD 28185,0,1,2,Radial Velocity,2001,La Silla Observatory,Published Confirmed
HD 28185 b,HD 28185,1,1,2,Radial Velocity,2001,La Silla Observatory,Published Confirmed
HD 28185 b,HD 28185,0,1,2,Radial Velocity,2001,La Silla Observatory,Published Confirmed
HD 28185 b,HD 28185,0,1,2,Radial Velocity,2001,La Silla Observatory,Published Confirmed
HD 28185 b,HD 28185,0,1,2,Radial Velocity,2001,La Silla Observatory,Published Confirmed
HD 39091 b,HD 39091,0,1,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 39091 b,HD 39091,0,1,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 39091 b,HD 39091,0,1,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 39091 b,HD 39091,0,1,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 39091 b,HD 39091,0,1,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 39091 b,HD 39091,0,1,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 39091 b,HD 39091,0,1,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 39091 b,HD 39091,1,1,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed
HD 4203 b,HD 4203,1,1,2,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 4203 b,HD 4203,0,1,2,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 4203 b,HD 4203,0,1,2,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 4203 b,HD 4203,0,1,2,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 4203 b,HD 4203,0,1,2,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 4208 b,HD 4208,0,1,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 4208 b,HD 4208,1,1,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 4208 b,HD 4208,0,1,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 4208 b,HD 4208,0,1,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 4208 b,HD 4208,0,1,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed
HD 68988 b,HD 68988,0,1,2,Radial Velocity,2001,Multiple Observatories,Published Confirmed
HD 68988 b,HD 68988,0,1,2,Radial Velocity,2001,Multiple Observatories,Published Confirmed
HD 68988 b,HD 68988,1,1,2,Radial Velocity,2001,Multiple Observatories,Published Confirmed
HD 68988 b,HD 68988,0,1,2,Radial Velocity,2001,Multiple Observatories,Published Confirmed
HD 80606 b,HD 80606,0,2,1,Radial Velocity,2001,Multiple Observatories,Published Confirmed
HD 80606 b,HD 80606,0,2,1,Radial Velocity,2001,Multiple Observatories,Published Confirmed
HD 80606 b,HD 80606,0,2,1,Radial Velocity,2001,Multiple Observatories,Published Confirmed
HD 80606 b,HD 80606,1,2,1,Radial Velocity,2001,Multiple Observatories,Published Confirmed
HD 80606 b,HD 80606,0,2,1,Radial Velocity,2001,Multiple Observatories,Published Confirmed
HD 80606 b,HD 80606,0,2,1,Radial Velocity,2001,Multiple Observatories,Published Confirmed
HD 80606 b,HD 80606,0,2,1,Radial Velocity,2001,Multiple Observatories,Published Confirmed
BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
BD-10 3166 b,BD-10 3166,1,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
GJ 3021 b,GJ 3021,1,2,1,Radial Velocity,2000,La Silla Observatory,Published Confirmed
GJ 876 c,GJ 876,0,1,4,Radial Velocity,2000,Multiple Observatories,Published Confirmed
GJ 876 c,GJ 876,0,1,4,Radial Velocity,2000,Multiple Observatories,Published Confirmed
GJ 876 c,GJ 876,0,1,4,Radial Velocity,2000,Multiple Observatories,Published Confirmed
GJ 876 c,GJ 876,0,1,4,Radial Velocity,2000,Multiple Observatories,Published Confirmed
GJ 876 c,GJ 876,0,1,4,Radial Velocity,2000,Multiple Observatories,Published Confirmed
GJ 876 c,GJ 876,1,1,4,Radial Velocity,2000,Multiple Observatories,Published Confirmed
GJ 876 c,GJ 876,0,1,4,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 12661 b,HD 12661,0,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 12661 b,HD 12661,0,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 12661 b,HD 12661,0,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 12661 b,HD 12661,0,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 12661 b,HD 12661,1,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 12661 b,HD 12661,0,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 160691 b,HD 160691,1,1,4,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 160691 b,HD 160691,0,1,4,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 160691 b,HD 160691,0,1,4,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 160691 b,HD 160691,0,1,4,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 160691 b,HD 160691,0,1,4,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 160691 b,HD 160691,0,1,4,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 16141 b,HD 16141,0,2,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 16141 b,HD 16141,0,2,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 16141 b,HD 16141,1,2,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 168443 c,HD 168443,0,1,2,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 168443 c,HD 168443,1,1,2,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 168443 c,HD 168443,0,1,2,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 168443 c,HD 168443,0,1,2,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 168443 c,HD 168443,0,1,2,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 168443 c,HD 168443,0,1,2,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 169830 b,HD 169830,0,1,2,Radial Velocity,2000,La Silla Observatory,Published Confirmed
HD 169830 b,HD 169830,0,1,2,Radial Velocity,2000,La Silla Observatory,Published Confirmed
HD 169830 b,HD 169830,0,1,2,Radial Velocity,2000,La Silla Observatory,Published Confirmed
HD 169830 b,HD 169830,1,1,2,Radial Velocity,2000,La Silla Observatory,Published Confirmed
HD 179949 b,HD 179949,0,1,1,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 179949 b,HD 179949,0,1,1,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 179949 b,HD 179949,1,1,1,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 179949 b,HD 179949,0,1,1,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 27442 b,HD 27442,0,2,1,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 27442 b,HD 27442,1,2,1,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 b,HD 38529,1,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 38529 c,HD 38529,1,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 46375 b,HD 46375,0,2,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 46375 b,HD 46375,0,2,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 46375 b,HD 46375,1,2,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 52265 b,HD 52265,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 52265 b,HD 52265,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 52265 b,HD 52265,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 52265 b,HD 52265,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 52265 b,HD 52265,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 52265 b,HD 52265,1,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed
HD 92788 b,HD 92788,0,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 92788 b,HD 92788,0,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 92788 b,HD 92788,1,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 92788 b,HD 92788,0,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 92788 b,HD 92788,0,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
HD 92788 b,HD 92788,0,1,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed
eps Eri b,eps Eri,0,1,1,Radial Velocity,2000,Multiple Observatories,Published Confirmed
eps Eri b,eps Eri,0,1,1,Radial Velocity,2000,Multiple Observatories,Published Confirmed
eps Eri b,eps Eri,0,1,1,Radial Velocity,2000,Multiple Observatories,Published Confirmed
eps Eri b,eps Eri,0,1,1,Radial Velocity,2000,Multiple Observatories,Published Confirmed
eps Eri b,eps Eri,1,1,1,Radial Velocity,2000,Multiple Observatories,Published Confirmed
GJ 86 b,GJ 86,0,2,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
GJ 86 b,GJ 86,1,2,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
GJ 86 b,GJ 86,0,2,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 10697 b,HD 10697,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 10697 b,HD 10697,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 10697 b,HD 10697,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 10697 b,HD 10697,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 10697 b,HD 10697,1,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 10697 b,HD 10697,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 130322 b,HD 130322,1,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 130322 b,HD 130322,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 130322 b,HD 130322,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 130322 b,HD 130322,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 130322 b,HD 130322,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 134987 b,HD 134987,0,1,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 134987 b,HD 134987,0,1,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 134987 b,HD 134987,1,1,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 134987 b,HD 134987,0,1,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 134987 b,HD 134987,0,1,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 177830 b,HD 177830,0,2,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 177830 b,HD 177830,1,2,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 177830 b,HD 177830,0,2,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 177830 b,HD 177830,0,2,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 192263 b,HD 192263,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 192263 b,HD 192263,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 192263 b,HD 192263,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 192263 b,HD 192263,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 192263 b,HD 192263,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 192263 b,HD 192263,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 192263 b,HD 192263,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 192263 b,HD 192263,1,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,TESS Project Candidate
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,1,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 209458 b,HD 209458,0,1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 222582 b,HD 222582,0,2,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 222582 b,HD 222582,0,2,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 222582 b,HD 222582,1,2,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 222582 b,HD 222582,0,2,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed
HD 75289 b,HD 75289,0,2,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 75289 b,HD 75289,0,2,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 75289 b,HD 75289,1,2,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 75289 b,HD 75289,0,2,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HD 89744 b,HD 89744,0,2,1,Radial Velocity,1999,Fred Lawrence Whipple Observatory,Published Confirmed
HD 89744 b,HD 89744,0,2,1,Radial Velocity,1999,Fred Lawrence Whipple Observatory,Published Confirmed
HD 89744 b,HD 89744,1,2,1,Radial Velocity,1999,Fred Lawrence Whipple Observatory,Published Confirmed
HR 810 b,HR 810,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HR 810 b,HR 810,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HR 810 b,HR 810,0,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
HR 810 b,HR 810,1,1,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed
ups And c,ups And,0,2,3,Radial Velocity,1999,Multiple Observatories,Published Confirmed
ups And c,ups And,0,2,3,Radial Velocity,1999,Multiple Observatories,Published Confirmed
ups And c,ups And,0,2,3,Radial Velocity,1999,Multiple Observatories,Published Confirmed
ups And c,ups And,0,2,3,Radial Velocity,1999,Multiple Observatories,Published Confirmed
ups And c,ups And,1,2,3,Radial Velocity,1999,Multiple Observatories,Published Confirmed
ups And c,ups And,0,2,3,Radial Velocity,1999,Multiple Observatories,Published Confirmed
ups And d,ups And,0,2,3,Radial Velocity,1999,Multiple Observatories,Published Confirmed
ups And d,ups And,0,2,3,Radial Velocity,1999,Multiple Observatories,Published Confirmed
ups And d,ups And,0,2,3,Radial Velocity,1999,Multiple Observatories,Published Confirmed
ups And d,ups And,1,2,3,Radial Velocity,1999,Multiple Observatories,Published Confirmed
ups And d,ups And,0,2,3,Radial Velocity,1999,Multiple Observatories,Published Confirmed
